bovis	mt	gene	v/i	mb_call	mt_call
Mb3746	Rv3719		v	NE	NE
Mb3747	Rv3720		i	ES	NE
Mb3748c	Rv3721c	dnaZX	i	ES	ES
Mb3749c	Rv3722c		i	NE	ES
Mb3750	Rv3723		i	NE	NE
Mb3751	Rv3724A		v	NE	N/A
Mb3752	Rv3725		v	NE	GA
Mb3753	Rv3726		v	NE	GA
Mb3754	Rv3727		v	NE	GA
Mb3755	Rv3728		v	NE	NE
Mb3756	Rv3729		v	NE	NE
Mb3757c	Rv3730c		i	NE	NE
Mb3758	Rv3731	ligC	v	NE	NE
Mb3759	Rv3732		i	NE	NE
Mb3760c	Rv3733c		i	NE	NE
Mb3761c	Rv3734c	tgs2	i	NE	NE
Mb3762	Rv3735		i	NE	NE
Mb3763	Rv3736		i	NE	NE
Mb3764	Rv3737		v	NE	NE
Mb3765c	Rv3738c	PPE66	v	NE	GA
Mb3766c	Rv3740c		v	NE	GA
Mb3767c	Rv3741c		i	NE	GA
Mb3768c	Rv3742c		i	NE	GA
Mb3769c	Rv3743c	ctpJ	i	NE	NE
Mb3770	Rv3744	nmtR	i	NE	NE
Mb3771c	Rv3745c		i	NE	NE
Mb3772c	Rv3746c	PE34	i	NE	NE
Mb3773	Rv3747		i	NE	NE
Mb3774	Rv3748		v	NE	NE
Mb3775c	Rv3749c		i	NE	NE
Mb3776c	Rv3750c		i	NE	NE
Mb3777	Rv3751		i	NE	N/A
Mb3778c	Rv3752c		i	NE	NE
Mb3779c	Rv3753c		v	ES	NE
Mb3780	Rv3754	tyrA	i	NE	ES
Mb3781c	Rv3755c		i	NE	NE
Mb3782c	Rv3756c	proZ	i	NE	NE
Mb3783c	Rv3757c	proW	i	NE	NE
Mb3784c	Rv3758c	proV	i	NE	NE
Mb3785c	Rv3759c	proX	v	NE	NE
Mb3786	Rv3760		i	NE	NE
Mb3787c	Rv3761c	fadE36	i	NE	NE
Mb3788c	Rv3762c		v	NE	NE
Mb3789	Rv3763	lpqH	i	ES	NE
Mb3790c	Rv3764c	tcrY	v	NE	NE
Mb3791c	Rv3765c	tcrX	i	NE	NE
Mb3792	Rv3766		i	NE	NE
Mb3793c	Rv3767c		i	NE	NE
Mb3794	Rv3768		i	NE	NE
Mb3795	Rv3769		i	NE	NE
Mb3796c	Rv3770c		v	NE	NE
Mb3797c	Rv3770A		i	NE	N/A
Mb3798c	Rv3770B		i	NE	N/A
Mb3799c	Rv3771c		i	NE	NE
Mb3800	Rv3772	hisC2	v	NE	NE
Mb3801c	Rv3773c		v	NE	NE
Mb3802c	Rv3773c		v	NE	NE
Mb3803	Rv3774	echA21	i	NE	NE
Mb3804	Rv3775	lipE	i	NE	NE
Mb3805	Rv3776		v	NE	NE
Mb3806	Rv3777		v	ES	NE
Mb3807c	Rv3778c		i	NE	GD
Mb3808	Rv3779		i	ES	GA
Mb3809	Rv3780		i	ES	ES
Mb3810	Rv3781	rfbE	i	ES	ES
Mb3811	Rv3782	glfT1	i	ES	ES
Mb3812	Rv3783	rfbD	i	NE	ES
Mb3813	Rv3784		i	NE	GA
Mb3814	Rv3785		i	NE	GA
Mb3815c	Rv3786c		i	NE	GA
Mb3816c	Rv3787c		i	NE	GA
Mb3817	Rv3788		i	NE	GA
Mb3818	Rv3789		i	ES	GA
Mb3819	Rv3790	dprE1	i	ES	ES
Mb3820	Rv3791	dprE2	i	ES	ES
Mb3821	Rv3792	aftA	i	ES	ES
Mb3822	Rv3793	embC	v	GD	ES
Mb3823	Rv3794	embA	i	ES	ES
Mb3824	Rv3795	embB	v	NE	ES
Mb3825	Rv3796		v	NE	NE
Mb3826	Rv3797	fadE35	i	NE	NE
Mb3827	Rv3798		v	NE	NE
Mb3828	Rv3798		v	NE	NE
Mb3829c	Rv3799c	accD4	i	ES	ES
Mb3830c	Rv3800c	pks13	v	ES	ES
Mb3831c	Rv3801c	fadD32	v	ES	ES
Mb3832c	Rv3802c		i	NE	ES
Mb3833c	Rv3803c	fbpD	i	ES	NE
Mb3834c	Rv3804c	fbpA	i	ES	NE
Mb3835c	Rv3805c	aftB	v	ES	ES
Mb3836c	Rv3806c	ubiA	v	ES	ES
Mb3837c	Rv3807c		i	ES	NE
Mb3838c	Rv3808c	glfT2	i	ES	ES
Mb3839c	Rv3809c	glf	i	NE	ES
Mb3840	Rv3810	pirG	i	NE	NE
Mb3841	Rv3811		i	NE	NE
Mb3842	Rv3812	PE_PGRS62	i	NE	NE
Mb3843c	Rv3813c		v	NE	NE
Mb3844c	Rv3814c		i	NE	NE
Mb3845c	Rv3815c		i	NE	NE
Mb3846c	Rv3816c		i	NE	NE
Mb3847	Rv3817		i	NE	NE
Mb3848	Rv3818		i	NE	NE
Mb3849	Rv3819		i	NE	NE
Mb3850c	Rv3820c	papA2	v	NE	NE
Mb3851	Rv3821		v	NE	NE
Mb3852	Rv3822		v	NE	NE
Mb3853c	Rv3823c	mmpL8	v	NE	NE
Mb3854c	Rv3824c	papA1	i	NE	NE
Mb3855c	Rv3825c	pks2	i	NE	NE
Mb3856	Rv3826	fadD23	i	NE	NE
Mb3857c	Rv3827c		v	NE	NE
Mb3858c	Rv3828c		i	NE	NE
Mb3859c	Rv3829c		v	NE	NE
Mb3860c	Rv3830c		i	NE	NE
Mb3861	Rv3831		i	NE	NE
Mb3862c	Rv3832c		i	NE	NE
Mb3863	Rv3833		v	ES	NE
Mb3864c	Rv3834c	serS	i	NE	ES
Mb3865	Rv3835		i	NE	NE
Mb3866	Rv3836		v	NE	NE
Mb3867c	Rv3837c		i	NE	NE
Mb3868c	Rv3838c	pheA	i	NE	ES
Mb3869	Rv3839		v	NE	GA
Mb3870	Rv3840		i	NE	GA
Mb3871	Rv3841	bfrB	i	NE	NE
Mb3872c	Rv3842c	glpQ1	i	NE	GA
Mb3873c	Rv3843c		v	NE	NE
Mb3874	Rv3844		i	NE	NE
Mb3875	Rv3845		i	NE	NE
Mb3876	Rv3846	sodA	v	NE	ES
Mb3877	Rv3847		i	NE	NE
Mb3878	Rv3848		v	NE	NE
Mb3879	Rv3849	espR	i	NE	NE
Mb3880	Rv3850		i	NE	NE
Mb3881	Rv3851		i	NE	NE
Mb3882	Rv3852	hns	i	NE	NE
Mb3883	Rv3853	rraA	i	NE	NE
Mb3884c	Rv3854c	ethA	i	NE	NE
Mb3885	Rv3855	ethR	i	NE	NE
Mb3886c	Rv3856c		i	NE	NE
Mb3887c	Rv3857c		i	ES	NE
Mb3888c	Rv3858c	gltD	v	ES	ES
Mb3889c	Rv3859c	gltB	v	NE	ES
Mb3890	Rv3860		v	NE	NE
Mb3891	Rv3861		i	NE	NE
Mb3892c	Rv3862c	whiB6	i	NE	NE
Mb3893	Rv3863		i	NE	NE
Mb3894	Rv3864	espE	v	NE	NE
Mb3895	Rv3865	espF	i	NE	NE
Mb3896	Rv3866	espG1	i	NE	NE
Mb3897	Rv3867	espH	i	NE	NE
Mb3898	Rv3868	eccA1	v	NE	NE
Mb3899	Rv3869	eccB1	i	NE	NE
Mb3900	Rv3870	eccCa1	i	NE	NE
Mb3901	Rv3871	eccCb1	i	NE	NE
Mb3902	Rv3872	PE35	v	NE	NE
Mb3903	Rv3873	PPE68	i	NE	NE
Mb3904	Rv3874	esxB	i	NE	NE
Mb3905	Rv3875	esxA	i	NE	NE
Mb3906	Rv3876	espI	i	NE	NE
Mb3907	Rv3877	eccD1	i	NE	NE
Mb3908	Rv3878	espJ	v	NE	GA
Mb3909c	Rv3879c	espK	v	NE	GA
Mb3910c	Rv3880c	espL	i	NE	GA
Mb3911c	Rv3881c	espB	v	NE	GA
Mb3912c	Rv3882c	eccE1	i	NE	GA
Mb3913c	Rv3883c	mycP1	v	NE	NE
Mb3914c	Rv3884c	eccA2	v	NE	NE
Mb3915c	Rv3885c	eccE2	v	NE	NE
Mb3916c	Rv3886c	mycP2	i	NE	NE
Mb3917c	Rv3887c	eccD2	v	NE	NE
Mb3918c	Rv3889c	espG2	v	NE	NE
Mb3919c	Rv3890c	esxC	v	NE	NE
Mb3920c	Rv3891c	esxD	v	NE	NE
Mb3921c	Rv3892c	PPE69	v	NE	NE
Mb3922c	Rv3893c	PE36	i	NE	NE
Mb3923c	Rv3894c	eccC2	v	NE	NE
Mb3924c	Rv3894c	eccC2	v	NE	NE
Mb3925c	Rv3895c	eccB2	v	NE	NE
Mb3926c	Rv3896c		v	NE	NE
Mb3927c	Rv3898c		v	NE	NE
Mb3928c	Rv3899c		v	NE	NE
Mb3929c	Rv3899c		v	NE	NE
Mb3930c	Rv3900c		v	GA	NE
Mb3931c	Rv3901c		v	ES	GA
Mb3932c	Rv3902c		i	NE	ES
Mb3933c	Rv3903c		i	NE	NE
Mb3934c	Rv3904c	esxE	v	NE	NE
Mb3935c	Rv3905c	esxF	v	NE	NE
Mb3936c	Rv3906c		i	ES	NE
Mb3937c	Rv3907c	pcnA	i	NE	ES
Mb3938	Rv3908	mutT4	i	ES	NE
Mb3939	Rv3909		v	GD	ES
Mb3940	Rv3910		v	NE	ES
Mb3941	Rv3911	sigM	v	NE	NE
Mb3943	Rv3912		i	ES	NE
Mb3944	Rv3913	trxB2	v	NE	ES
Mb3945	Rv3914	trxC	i	ES	NE
Mb3946	Rv3915		i	NE	ES
Mb3947c	Rv3916c		i	ES	NE
Mb3948c	Rv3917c	parB	i	ES	ES
Mb3949c	Rv3918c	parA	i	NE	ES
Mb3950c	Rv3919c	gid	i	NE	NE
Mb3951c	Rv3920c		v	ES	NE
Mb3952c	Rv3921c		i	NE	ES
Mb3953c	Rv3922c		i	ES	NE
Mb3954c	Rv3923c	rnpA	i	ES	NE
Mb3955c	Rv3924c	rpmH	i	ES	NE
